label,cagr,vol,sharpe,dd,skew,turn,irr,irr52,n,irr_ref,rate_ref
PUT — premio NUDO,9.395354805003286,9.97732533940588,0.95373483386825,-20.68043471655305,-1.0182316935442497,0.0,6.441506315611561,4.986998784614071,203,6.441506315611561,33
BXM — buy-write,8.428480092027858,10.24455500896675,0.8442804986775654,-22.22258916776749,-0.9736059305925858,0.0,5.767439182036584,4.427951593491457,203,5.767439182036584,33
CNDR — premio COPERTO,0.567162627461637,6.588962622902472,0.1192675590397513,-18.956856545463786,-1.4981099189046119,0.0,0.5270531124132835,0.34420460647195533,203,0.5270531124132835,33
CLL — collar 95/110,8.340201953336068,11.979850382859937,0.7322968940116943,-22.101343080291702,-1.389204478609964,0.0,7.6861940744523265,6.036671912919214,203,7.6861940744523265,33
PPUT — sola copertura,11.280128045039351,11.760473659913664,0.9713979626557729,-20.807854898969648,-0.372205433719804,0.0,8.88372294089613,7.06631258076309,203,8.88372294089613,33
azionario (benchmark),15.518018022239911,15.250334307268199,1.0275410697139822,-24.844932247034702,-0.366564038282081,0.0,11.760533331276047,9.60870288603089,203,11.760533331276047,33
solo trend azionario,10.450296199685095,11.231059769411086,0.9445582487839892,-17.844946672344797,-0.32890107056725265,1.5960591133004924,8.038597601573505,6.589992643162324,203,6.589992643162324,52
solo momentum materie prime,0.4351028478815966,18.799438864048106,0.11827592194936666,-50.64487566733047,-0.3217601374509954,2.3645320197044333,0.4306772106629619,-0.36530993564065267,203,-0.36530993564065267,52
solo carry valutario,-0.7508659720205757,10.620668146174308,-0.01796174293820435,-49.5910771193923,-0.04341643280789425,0.23645320197044334,1.3732951067152912,0.9691725530128856,203,1.3732951067152912,33
solo premio volatilita',9.395354805003286,9.97732533940588,0.95373483386825,-20.68043471655305,-1.0182316935442497,0.0,6.441506315611561,4.986998784614071,203,6.441506315611561,33
4 pilastri equal-weight,5.3405527475852255,8.026104331479008,0.6901501404178274,-15.149785829651064,-1.1423279424202752,1.108374384236453,4.7704963504604265,3.857161825183239,203,3.857161825183239,52
4 pilastri inverse-vol,5.63101942971449,7.561690189822115,0.7643149808930289,-14.716003222768881,-1.2883402051382462,0.9863676802981881,4.90254726412566,3.833733617963696,203,4.90254726412566,33
azionario buy&hold (bench),15.518018022239911,15.250334307268199,1.0275410697139822,-24.844932247034702,-0.366564038282081,0.0,11.760533331276047,9.60870288603089,203,11.760533331276047,33
