name,cagr,sharpe,dd,skew,kurt,worst,bench_sharpe,bench_cagr,irr33,irr52,vs,bench_irr
PUT,7.0067297063314715,0.5542175132971957,-37.09404863646966,-0.6955767972221105,37.035778383692254,-17.650159694874258,0.6168988935569775,10.93078966001968,6.468685319331419,5.362341909159141,-4.690919254567019,11.159604573898438
BXM,6.5164563314731305,0.5334250238915573,-40.14429510676675,-0.8156893953672436,36.569693687666664,-15.011870937609439,0.6700212248943137,11.537046623110703,5.356842578210161,4.462567422181192,-4.935850610798658,10.29269318900882
