cella,rot_l,aliq_l,irr_l,rot_v,aliq_v,irr_v,guadagno,lordo_perso,vs_ewa
top-1 annuale,0.9431204801533141,33,4.837465472942515,0.9374958771240091,33,5.662038162590162,0.8245726896476464,-0.3727731070388707,-4.990370900309139
top-3 annuale,1.0525400704651877,52,7.740546959684094,0.9560305714587317,33,8.53418318675064,0.7936362270665462,0.5858604776382883,-2.11822587614866
top-5 annuale,1.0221940945598693,52,8.730665192173657,0.9420507072535526,33,9.753565173809681,1.0228999816360247,0.4592348272615112,-0.8988438890896191
top-10 annuale,0.9505669051102601,33,8.914385564725938,0.9082861384398385,33,8.819741113031412,-0.09464445169452596,0.10814641986067741,-1.8326679498678882
