i,sym,date,pred,actual
3081,BTCUSDT,2026-03-18 16:00:00,0.02313098169810268,-0.018679688811775952
3086,BTCUSDT,2026-03-23 16:00:00,0.1299974245362383,-0.04438709309454891
3091,BTCUSDT,2026-03-28 16:00:00,-0.0011132404506117854,-0.0025007460459565145
3096,BTCUSDT,2026-04-02 16:00:00,0.00698773529446961,0.01968216548695345
3101,BTCUSDT,2026-04-07 16:00:00,0.0022120605722317777,0.039883699437567754
3106,BTCUSDT,2026-04-12 16:00:00,-0.04548171738118412,0.09725760717762078
3111,BTCUSDT,2026-04-17 16:00:00,0.006776673024235791,0.01914599010301954
3116,BTCUSDT,2026-04-22 16:00:00,-0.04290165871919571,-0.03128906718136004
3121,BTCUSDT,2026-04-27 16:00:00,-0.02353984867209613,0.022143450596560532
3126,BTCUSDT,2026-05-02 16:00:00,-0.05691125354501059,0.017930809549168814
3131,BTCUSDT,2026-05-07 16:00:00,-0.044764496608175386,0.00541940974742805
3136,BTCUSDT,2026-05-12 16:00:00,-0.0379433998082932,-0.02849709327656813
3141,BTCUSDT,2026-05-17 16:00:00,-0.02888760414290803,-0.01594530110786796
3146,BTCUSDT,2026-05-22 16:00:00,-0.06873393500300784,-0.01903840494600062
3151,BTCUSDT,2026-05-27 16:00:00,-0.06340874978263844,-0.05581314470108967
3156,BTCUSDT,2026-06-01 16:00:00,0.0005286490624287765,-0.1455547963886149
3161,BTCUSDT,2026-06-06 16:00:00,-0.06263889100271147,0.032536872379774096
3166,BTCUSDT,2026-06-11 16:00:00,0.03177406433302998,0.04969667610553463
3171,BTCUSDT,2026-06-16 16:00:00,-0.01069525502706703,-0.025013131248728615
3176,BTCUSDT,2026-06-21 16:00:00,0.03407640944357171,-0.06073114033790217
3181,BTCUSDT,2026-06-26 16:00:00,0.047201058284929154,-0.0029390702393029544
3186,BTCUSDT,2026-07-01 16:00:00,-0.06879580895592363,0.05650903855329936
3191,BTCUSDT,2026-07-06 16:00:00,0.020845377442294533,0.00988877488716966
3196,BTCUSDT,2026-07-11 16:00:00,-0.009703612143008522,0.008233710218277457
3201,BTCUSDT,2026-07-16 16:00:00,-0.019251524934470354,0.03050371231276161
3206,BTCUSDT,2026-07-21 16:00:00,0.0029813135429899162,-0.028555445406457713
2311,ETHUSDT,2024-02-07 16:00:00,-2.5123547186312045e-05,0.07947956143386481
2316,ETHUSDT,2024-02-12 16:00:00,-0.0322714874216633,0.07689210163143567
2321,ETHUSDT,2024-02-17 16:00:00,-0.11346335282192199,0.0844675173803342
2326,ETHUSDT,2024-02-22 16:00:00,-0.14451334167930374,0.08122937045145662
2331,ETHUSDT,2024-02-27 16:00:00,-0.15901968807471345,0.05954109608126634
2336,ETHUSDT,2024-03-03 16:00:00,0.025269916580951346,0.1398932843976648
2341,ETHUSDT,2024-03-08 16:00:00,-0.21585442404452027,0.015970591552761926
2346,ETHUSDT,2024-03-13 16:00:00,-0.08558610485918017,-0.11052376602863323
2351,ETHUSDT,2024-03-18 16:00:00,-0.096631139030804,-0.03396129002975734
2356,ETHUSDT,2024-03-23 16:00:00,-0.11827401026877338,0.051047285690374755
2361,ETHUSDT,2024-03-28 16:00:00,-0.04271407178949993,-0.09476966230921602
2366,ETHUSDT,2024-04-02 16:00:00,-0.05355734463249584,0.046174500787012684
2371,ETHUSDT,2024-04-07 16:00:00,-0.04052037902486494,0.015045534868764587
2376,ETHUSDT,2024-04-12 16:00:00,-0.058683989596260644,-0.14377555795170183
2381,ETHUSDT,2024-04-17 16:00:00,0.011170483159270717,0.08064100040054045
2386,ETHUSDT,2024-04-22 16:00:00,-0.05605970100283808,-0.01230686112219237
2391,ETHUSDT,2024-04-27 16:00:00,0.04305163207783824,-0.04903940643872773
2396,ETHUSDT,2024-05-02 16:00:00,-0.0016262510095444993,0.02714525066801321
2401,ETHUSDT,2024-05-07 16:00:00,-0.03312815106727274,-0.043420221529084646
2406,ETHUSDT,2024-05-12 16:00:00,0.05991892100164398,0.05918952219521989
2411,ETHUSDT,2024-05-17 16:00:00,0.02581780362384789,0.2087264454099076
2416,ETHUSDT,2024-05-22 16:00:00,-0.03760760760947879,0.0538540885719907
2421,ETHUSDT,2024-05-27 16:00:00,-0.04704480825069446,-0.04167476028183448
2426,ETHUSDT,2024-06-01 16:00:00,-0.03929109114681362,0.012051078884814492
2431,ETHUSDT,2024-06-06 16:00:00,-0.023781046102530623,-0.10344352222982311
2436,ETHUSDT,2024-06-11 16:00:00,0.00276562808247105,0.04202314536788032
2441,ETHUSDT,2024-06-16 16:00:00,-0.06096255898483616,-0.02758814620130523
2446,ETHUSDT,2024-06-21 16:00:00,-0.01994357558114568,-0.03757870053569334
2451,ETHUSDT,2024-06-26 16:00:00,0.04126402901805637,0.033613770370855
2456,ETHUSDT,2024-07-01 16:00:00,-0.05584401099305347,-0.13072723138604825
2461,ETHUSDT,2024-07-06 16:00:00,-0.014471452704240773,0.03243151966253999
2466,ETHUSDT,2024-07-11 16:00:00,0.015594652325009006,0.11483374810785851
2471,ETHUSDT,2024-07-16 16:00:00,-0.0020740803884524706,0.006734306993495753
2476,ETHUSDT,2024-07-21 16:00:00,0.04284122014157177,-0.06991290532740513
2481,ETHUSDT,2024-07-26 16:00:00,-0.009629814056465902,0.01453776839725096
2486,ETHUSDT,2024-07-31 16:00:00,0.07991267104134558,-0.2578634826135803
2491,ETHUSDT,2024-08-05 16:00:00,-0.028241015983627493,0.060736509231867686
2496,ETHUSDT,2024-08-10 16:00:00,-0.05540277305282537,0.02646176334820738
2501,ETHUSDT,2024-08-15 16:00:00,-0.047744972448274026,-0.035058593384025505
2506,ETHUSDT,2024-08-20 16:00:00,0.05061528474220722,0.07338320050954605
2511,ETHUSDT,2024-08-25 16:00:00,-0.01703379844231112,-0.11397030888743354
2516,ETHUSDT,2024-08-30 16:00:00,0.010453960390037986,0.0026135249918326497
2521,ETHUSDT,2024-09-04 16:00:00,-0.04811507368289747,-0.06638563049853363
2526,ETHUSDT,2024-09-09 16:00:00,0.032949983313047326,0.05523926690835479
2531,ETHUSDT,2024-09-14 16:00:00,0.009362004628787446,0.008719091461574457
2536,ETHUSDT,2024-09-19 16:00:00,0.007442898998737624,0.07092855503459128
2541,ETHUSDT,2024-09-24 16:00:00,-0.008748773849685088,0.020367549694218834
2546,ETHUSDT,2024-09-29 16:00:00,-0.06572633365135772,-0.09348510989423153
2551,ETHUSDT,2024-10-04 16:00:00,-0.09486298912368885,0.018304060903204578
2556,ETHUSDT,2024-10-09 16:00:00,-0.027659586641776923,0.07074220194296266
2561,ETHUSDT,2024-10-14 16:00:00,-0.041185938863696814,0.003935035859294889
2566,ETHUSDT,2024-10-19 16:00:00,-0.0162138749352716,-0.04526641644649565
2571,ETHUSDT,2024-10-24 16:00:00,0.016280549633597374,0.04845778353147989
2576,ETHUSDT,2024-10-29 16:00:00,0.005700702169496807,-0.07761931193855698
2581,ETHUSDT,2024-11-03 16:00:00,-0.010964764993347642,0.20225156074096828
2586,ETHUSDT,2024-11-08 16:00:00,0.03112403913272943,0.12689662217379438
2591,ETHUSDT,2024-11-13 16:00:00,0.058308707427095596,-0.050056353434235645
2596,ETHUSDT,2024-11-18 16:00:00,-0.011111225561102556,0.10072491658210891
2601,ETHUSDT,2024-11-23 16:00:00,-0.09715583816107343,0.023554603854389677
2606,ETHUSDT,2024-11-28 16:00:00,-0.006900084398415607,0.008325851642301707
2611,ETHUSDT,2024-12-03 16:00:00,-0.04567475181350389,0.11744743760972365
2616,ETHUSDT,2024-12-08 16:00:00,-0.10126846168609194,-0.026384827596575122
2621,ETHUSDT,2024-12-13 16:00:00,-0.0866984996038287,-0.0044754647251540325
2626,ETHUSDT,2024-12-18 16:00:00,-0.13104520826170296,-0.1527232022832089
2631,ETHUSDT,2024-12-23 16:00:00,0.09412516433216789,0.027682938364042897
2636,ETHUSDT,2024-12-28 16:00:00,0.05115600680166721,0.02824654117926495
2641,ETHUSDT,2025-01-02 16:00:00,-0.020801773225051612,-0.0002685269133265722
2646,ETHUSDT,2025-01-07 16:00:00,0.028055405456387295,-0.05103959380893652
2651,ETHUSDT,2025-01-12 16:00:00,0.056918870517874476,0.0414068277895967
2656,ETHUSDT,2025-01-17 16:00:00,0.0245823739347526,-0.04180329306142483
2661,ETHUSDT,2025-01-22 16:00:00,0.08223547120905406,-0.0443986946045688
2666,ETHUSDT,2025-01-27 16:00:00,-0.07930224041633294,0.037671593582136564
2671,ETHUSDT,2025-02-01 16:00:00,0.008233963151805801,-0.16774320550203614
2676,ETHUSDT,2025-02-06 16:00:00,0.012491359706463756,-0.015950920245398903
2681,ETHUSDT,2025-02-11 16:00:00,-0.024992674240837953,0.011867920560045597
2686,ETHUSDT,2025-02-16 16:00:00,-0.05264241811930259,0.010871340340875557
2691,ETHUSDT,2025-02-21 16:00:00,-0.06269660118256459,-0.10843280595403759
2696,ETHUSDT,2025-02-26 16:00:00,0.014894089293141954,-0.057989218395443576
2701,ETHUSDT,2025-03-03 16:00:00,0.003447213539389704,-0.04620529859228817
2706,ETHUSDT,2025-03-08 16:00:00,-0.012469966040113079,-0.14034862561935368
2711,ETHUSDT,2025-03-13 16:00:00,0.1638747021226894,0.0028685530868937104
2716,ETHUSDT,2025-03-18 16:00:00,0.05437762706002869,0.06715969567598323
2721,ETHUSDT,2025-03-23 16:00:00,0.0003534426361715415,-0.06731732105758748
2726,ETHUSDT,2025-03-28 16:00:00,-0.1073151390332796,0.01546400012819893
2731,ETHUSDT,2025-04-02 16:00:00,0.012175844578822703,-0.18133758363842956
2736,ETHUSDT,2025-04-07 16:00:00,0.10230572247515757,0.06386259806850836
2741,ETHUSDT,2025-04-12 16:00:00,0.1441094412956001,-0.043794165609711944
2746,ETHUSDT,2025-04-17 16:00:00,0.06727067549832144,0.07577738616337903
2751,ETHUSDT,2025-04-22 16:00:00,-0.001542737791443649,0.05321872284459461
2756,ETHUSDT,2025-04-27 16:00:00,0.028307437205583152,0.026357453450774893
2761,ETHUSDT,2025-05-02 16:00:00,0.03224668698196176,-0.012688204749386145
2766,ETHUSDT,2025-05-07 16:00:00,-0.02881042844452808,0.3684395836542482
2771,ETHUSDT,2025-05-12 16:00:00,-0.15190479468851514,-0.0050976103946225315
2776,ETHUSDT,2025-05-17 16:00:00,-0.0994602996224887,0.07662965297645008
2781,ETHUSDT,2025-05-22 16:00:00,0.138925820101383,0.0015725866986939785
2786,ETHUSDT,2025-05-27 16:00:00,-0.12622094190541644,-0.054500691376344834
2791,ETHUSDT,2025-06-01 16:00:00,-0.009211808032618007,-0.005489170283177747
2796,ETHUSDT,2025-06-06 16:00:00,-0.08339677571309734,0.14182441318295935
2801,ETHUSDT,2025-06-11 16:00:00,0.005568759396224809,-0.08135614516365464
2806,ETHUSDT,2025-06-16 16:00:00,-0.03783477340758068,-0.07916172760706364
2811,ETHUSDT,2025-06-21 16:00:00,-0.037963530750251606,0.00404749723565434
2816,ETHUSDT,2025-06-26 16:00:00,-0.11712574878366,-0.004076382867686079
2821,ETHUSDT,2025-07-01 16:00:00,-0.05936871498637364,0.055603005434042396
2826,ETHUSDT,2025-07-06 16:00:00,0.011553537078784482,0.1537111520225769
2831,ETHUSDT,2025-07-11 16:00:00,0.041856936693875024,0.09931495246678113
2836,ETHUSDT,2025-07-16 16:00:00,0.020308061353150775,0.17429024026430295
2841,ETHUSDT,2025-07-21 16:00:00,-0.03172752578379856,-0.019489330208461775
2846,ETHUSDT,2025-07-26 16:00:00,0.05760758401548571,0.01400417020205924
2851,ETHUSDT,2025-07-31 16:00:00,-0.009819604222484735,-0.05746829094460648
2856,ETHUSDT,2025-08-05 16:00:00,0.09128754808749284,0.18116640154146046
2861,ETHUSDT,2025-08-10 16:00:00,-0.017422783413001075,0.05067670099963939
2866,ETHUSDT,2025-08-15 16:00:00,-0.19689279575105778,-0.039731452750352725
2871,ETHUSDT,2025-08-20 16:00:00,-0.11786681978727731,0.08391869693245191
2876,ETHUSDT,2025-08-25 16:00:00,-0.15006293957042394,-0.051018151543271384
2881,ETHUSDT,2025-08-30 16:00:00,-0.005751378986205147,-0.016394903323532106
2886,ETHUSDT,2025-09-04 16:00:00,-0.07502476151352089,-0.004675730103757991
2891,ETHUSDT,2025-09-09 16:00:00,-0.009115230564540222,0.06936159884996318
2896,ETHUSDT,2025-09-14 16:00:00,-0.07608818425654151,-0.023344172140628117
2901,ETHUSDT,2025-09-19 16:00:00,-0.010693153493708807,-0.06917478711067115
2906,ETHUSDT,2025-09-24 16:00:00,-0.03483397206760486,-0.00017043749624923166
2911,ETHUSDT,2025-09-29 16:00:00,-0.033328998359709594,0.06965599369994036
2916,ETHUSDT,2025-10-04 16:00:00,-0.06020962122432183,-0.031556666876161654
2921,ETHUSDT,2025-10-09 16:00:00,-0.044382609390970496,-0.05299021686981542
2926,ETHUSDT,2025-10-14 16:00:00,-0.08512783032331606,-0.026060098777759833
2931,ETHUSDT,2025-10-19 16:00:00,-0.14367933145294842,-0.022648801596196533
2936,ETHUSDT,2025-10-24 16:00:00,-0.010497889317536702,0.01611588628375582
2941,ETHUSDT,2025-10-29 16:00:00,-0.05040873139158941,-0.09187476752336154
2946,ETHUSDT,2025-11-03 16:00:00,-0.01262963183388044,-0.05892580497754196
2951,ETHUSDT,2025-11-08 16:00:00,0.12680782784538724,0.00283350703491414
2956,ETHUSDT,2025-11-13 16:00:00,0.16011217074573136,-0.08272192878084217
2961,ETHUSDT,2025-11-18 16:00:00,-0.055899135558793,-0.08701151978061239
2966,ETHUSDT,2025-11-23 16:00:00,0.04607557178741417,0.08362418473470812
2971,ETHUSDT,2025-11-28 16:00:00,-0.10167147645752672,0.00409929401047604
2976,ETHUSDT,2025-12-03 16:00:00,-0.09393270005751231,0.004960632472539972
2981,ETHUSDT,2025-12-08 16:00:00,-0.07274412837707678,0.002617995170250298
2986,ETHUSDT,2025-12-13 16:00:00,-0.15061055906079468,-0.046422036639836906
2991,ETHUSDT,2025-12-18 16:00:00,-0.11588667028692878,-0.012450385617983617
2996,ETHUSDT,2025-12-23 16:00:00,-0.03016309088959168,0.007102733527975635
3001,ETHUSDT,2025-12-28 16:00:00,-0.0371220404287107,0.046483004153598406
3006,ETHUSDT,2026-01-02 16:00:00,-0.05844045037467527,0.025366615473343845
3011,ETHUSDT,2026-01-07 16:00:00,-0.04370338675552121,-0.010759551669547562
3016,ETHUSDT,2026-01-12 16:00:00,-0.09087029512602296,0.06363357588689644
3021,ETHUSDT,2026-01-17 16:00:00,-0.04537781474207081,-0.11638872121064703
