famiglia,N,corr_media,autov1,N_eff,fattore,nyholt,fatt_nyholt,partecipazione
1. skip × taglia (giro 77),20,0.7607585022621526,15.498019896995679,6.00000000000001,0.3000000000000005,8.786433833110706,0.4393216916555353,1.6375233675991847
2. dodici candidati (giro 72),12,0.4121644976738888,5.833686093120565,5.999999999999999,0.49999999999999994,9.037396132471983,0.7531163443726653,3.0283117871900553
3. posizioni × frequenza (giro 50),15,0.6542830116046773,10.29177028846917,6.000000000000003,0.4000000000000002,8.647094355119329,0.5764729570079552,2.040009857931945
4. calendari × taglia (giro 68),47,0.46556822571373,25.731121500996224,16.00000000000002,0.34042553191489405,32.467274644317406,0.6907930775386683,3.0258695060751357
