index,n,cagr_real,cagr_sim,gap,corr,passa
BXM,275,6.622327323697563,13.663512774483898,7.041185450786335,0.8498352417652867,False
PUT,227,6.919249399970151,12.568596464820004,5.649347064849853,0.8618856902490486,False
