label,cagr,vol,sharpe,dd,skew,turn,irr,irr52,n,irr_ref,rate_ref
regioni equal-weight (bench),7.740066777533361,15.974264992513554,0.5491001308536338,-55.49679065118325,-0.6091274965796467,0.0,6.738719704757043,5.6752646998644085,431,6.738719704757043,33
azionario USA (bench),11.164431314577472,15.203906351107383,0.7758294334787813,-50.31170717166413,-0.5714667336774016,0.0,9.682386497419646,8.48659736119141,431,9.682386497419646,33
momentum top1 ribil.mensile,5.135855054222693,18.256091983774766,0.36816493399603706,-62.48862095554158,-0.6647618784975579,3.1044083526682136,4.603549872936077,3.9499977647097047,431,3.9499977647097047,52
momentum top1 ribil.annuale,6.00624625654782,18.22410279739976,0.41429287867921843,-64.1210204297147,-0.7577246716857896,0.8770301624129931,4.8183674767144895,4.109054869883871,431,4.8183674767144895,33
momentum top2 ribil.mensile,7.504334699031334,16.597124163644324,0.5224090121571572,-62.20039723472329,-0.9023097857482917,1.6566125290023204,5.812668783849204,5.02260706922895,431,5.02260706922895,52
momentum top2 ribil.annuale,6.716371244214736,17.103364511427227,0.4685120430676813,-63.151885975335794,-0.7385349351966913,0.5568445475638052,5.050615228155808,4.159339095259043,431,5.050615228155808,33
cripto equal-weight buy&hold,55.32912622681696,111.51454306135003,0.8277874313312505,-76.65086300190869,1.7673787700977346,0.0,47.73749609910269,41.175326537403144,105,47.73749609910269,33
solo BTC/ETH/LTC buy&hold,22.57553213569603,76.6193806076061,0.6298639881425868,-80.64509309963701,0.42659434160575577,0.0,15.856164794349853,12.351025309413588,105,15.856164794349853,33
trend MA6 multi-asset,55.366174787476965,105.21333977040015,0.7929741354781707,-65.31134013900038,2.4421307237289342,3.3553908355795143,50.72764793572355,42.200302149620285,106,42.200302149620285,52
trend MA10 multi-asset,70.6867131013245,110.46664563810103,0.8917127914986464,-79.40037480906439,2.073711181844618,2.381805929919137,62.43838741458634,52.439677041919076,106,52.439677041919076,52
momentum 6m top3,39.35457184206028,109.95533890382828,0.686882119443636,-76.75416599885418,2.644030554485546,3.075471698113207,38.44792479698298,30.453190953062304,106,30.453190953062304,52
