label,cagr,irr,dd,sharpe
"momentum, rotazione MIA (giro 50)",15.15678078213134,11.669702477975644,-58.32402667739359,0.8618945130427897
"momentum DENTRO un fondo, CGT",15.15678078213134,14.442366195134055,-58.32402667739359,0.8618945130427897
"momentum DENTRO un fondo, ETF UCITS",15.15678078213134,11.644764542925797,-58.32402667739359,0.8618945130427897
"cap-weighted diretto, CGT",10.9847832491627,10.875103340007708,-50.31170717166413,0.7411159073858292
cap-weighted via ETF UCITS,10.9847832491627,8.737826059602206,-50.31170717166413,0.7411159073858292
"equal-weight dentro un fondo, CGT",11.154760580749246,11.163388980153593,-52.62723700824792,0.7045175655362325
