i,date,pred,actual
4576,2024-11-12,-0.09263436775954126,-0.026895609904117324
4581,2024-11-19,-0.0340905560457192,0.013139496709200449
4586,2024-11-26,-0.03076481514652496,0.02029254426656668
4591,2024-12-04,-0.04804268483325713,0.007216476096503888
4596,2024-12-11,-0.060786207874067855,0.029197100622247563
4601,2024-12-18,-0.06563586591113613,-0.010899533611413492
4606,2024-12-26,-0.0656816580475259,-0.0372292423115238
4611,2025-01-03,-0.03392963730159171,-0.005958116810886871
4616,2025-01-13,-0.05459546650802094,0.028687454405646795
4621,2025-01-21,-0.07965266983667962,-0.014432418722590268
4626,2025-01-28,-0.04457176566809218,0.00758439129599231
4631,2025-02-04,-0.0642249310400409,0.021501245324375917
4636,2025-02-11,-0.08217638508576408,0.019121398205007134
4641,2025-02-19,-0.032768341312839566,-0.04829706880249174
4646,2025-02-26,-0.03457050157628527,-0.03461782056771967
4651,2025-03-05,-0.014871558358225623,-0.048330098846334324
4656,2025-03-12,0.0289489165531136,0.006234096559921687
4661,2025-03-19,0.022952682785081446,0.03987014709254977
4666,2025-03-26,-0.001317956198118031,-0.04207023957504641
4671,2025-04-02,0.032929484363435124,-0.11982232029146778
4676,2025-04-09,0.1296075802699268,0.10077871509291314
4681,2025-04-16,-0.027152242100074275,-0.007489224819083873
4686,2025-04-24,-0.019508737780937868,0.04600052798310461
4691,2025-05-01,0.0266055643996006,0.01646789492502143
4696,2025-05-08,0.016908994625871587,0.07320505013873468
4701,2025-05-15,-0.007539957269100506,-0.010873779803998174
4706,2025-05-22,-0.0325203401435451,0.013429776031995688
4711,2025-05-30,-0.005591802767582643,0.009347393098059209
4716,2025-06-06,-0.03626369681555752,0.01690198048369762
4721,2025-06-13,-0.046316194385443654,-0.012798318000130426
4726,2025-06-23,-0.03320115743508101,0.040354585336651816
4731,2025-06-30,-0.07490667800798168,0.007188603707251939
4736,2025-07-08,-0.07807746349873501,0.007572035542291022
4741,2025-07-15,-0.09897617848883211,0.014311069045465974
4746,2025-07-22,-0.08870376874271124,0.0070369394699092425
4751,2025-07-29,-0.07509469715429384,-0.007110983083201572
4756,2025-08-05,-0.050521120419984245,0.015511441893768074
4761,2025-08-12,-0.08678031477286818,0.00743651941822554
4766,2025-08-19,-0.09632103966573391,-0.011765486852861495
4771,2025-08-26,-0.07392561512718754,-0.008241004905298777
4776,2025-09-03,-0.07701435050668959,0.026325112266185613
4781,2025-09-10,-0.09466520964362868,0.018380354888281714
4786,2025-09-17,-0.12868394910015046,0.011874590004306462
4791,2025-09-24,-0.10821414296908827,0.0036275325371526446
4796,2025-10-01,-0.09520151375401831,0.006895764278694649
4801,2025-10-08,-0.14109267005639614,-0.010769068985309271
4806,2025-10-15,-0.07844660832331729,0.022374581939799354
4811,2025-10-22,-0.07603187889232144,0.03523173803526447
4816,2025-10-29,-0.11221945787088283,-0.021598275345960816
4821,2025-11-05,-0.060627105306318096,0.0037464836495761933
4826,2025-11-12,-0.09338024702031356,-0.04063904241454652
4831,2025-11-19,-0.04559351453496285,0.021096426355419196
4836,2025-11-26,-0.0357675416115486,0.024027344446002852
4841,2025-12-04,-0.06504670504730758,0.006559484649746983
4846,2025-12-11,-0.06776088671500236,-0.043339048825529414
4851,2025-12-18,-0.017180333360387157,0.039173266892952974
4856,2025-12-26,-0.032472385837862605,-0.01732564578279039
4861,2026-01-05,-0.0021105350183793226,0.022067490866388262
4866,2026-01-12,-0.019614615973661875,-0.00860130827092298
4871,2026-01-20,-0.05462285878173412,0.006760470547589215
4876,2026-01-27,-0.02139538197046753,0.0010871837979347099
4881,2026-02-03,-0.04076791638697341,-0.018877567015722185
4886,2026-02-10,-0.00749735728380807,-0.021194198118339114
4891,2026-02-18,0.03695017098105424,0.010926343105377434
4896,2026-02-25,-0.013292151121693352,-0.01034757431687694
4901,2026-03-04,-0.007777071356504628,0.01028957045481671
4906,2026-03-11,-0.011632099888756131,-0.0073383349840127066
4911,2026-03-18,-0.028146527561235035,-0.03203994629626561
4916,2026-03-25,0.02070981385301529,-0.01164421766650281
4921,2026-04-01,0.02461583317823668,0.050088425622655475
4926,2026-04-09,-0.012928065278318357,0.05165898068802921
4931,2026-04-16,-0.022378464424703037,0.027784702611085565
4936,2026-04-23,-0.037529021611556135,0.009860970063973573
4941,2026-04-30,-0.05336750093160969,0.05169522421368522
4946,2026-05-07,-0.09162370046678647,0.02722163855234805
4951,2026-05-14,-0.11364916125900437,-0.002182703413056819
4956,2026-05-21,-0.163971922848146,0.03147999631269727
4961,2026-05-29,-0.16888792216656767,0.00681078050056505
4966,2026-06-05,-0.11563105819767405,-0.03171708499368209
4971,2026-06-12,-0.10681025357397478,0.03276996876394467
4976,2026-06-22,-0.13408632189078074,-0.04604247792390159
4981,2026-06-29,-0.06798078506678418,0.023070811213530718
4986,2026-07-07,-0.11391903666135361,-0.015328878346906882
4991,2026-07-14,-0.09863814407799054,-0.02203050583120958
