sym,nome,cagr,vol,dd,sharpe,irr_etf,fin_etf,irr_cgt,fin_cgt,versato,tax_etf
SPY,S&P 500 (SPY),14.927116122665197,15.32914099243837,-23.927184023145585,0.9890805648355145,11.371117482278855,161100.12179560508,12.019781719970169,166682.27957702277,90000.0,40391.833536813494
SPMO,S&P 500 Momentum (SPMO),19.73962549221295,17.84545752566788,-21.33889558465206,1.1039798223370627,16.536566513217053,211637.37880278498,17.462286920155496,222313.2566160261,90000.0,68900.95324961349
MTUM,MSCI USA Momentum (MTUM),15.920067816159133,18.01201170682877,-30.169631666494055,0.9137624174432741,12.115330169247335,167521.65691150568,12.920718539272153,174776.46341657714,90000.0,44753.40351383144
BRK-B,Berkshire (BRK.B),13.136458504736058,18.067781222721806,-24.337653723942676,0.7756847009538425,9.130376361212218,143296.31683753929,9.552754548931572,146484.4522737885,90000.0,30238.89034837681
