name,method,cagr,sharpe,dd,turn,irr,irr52,vs
FINESTRA LUNGA — azionario + decennale,erc,8.074630454428355,0.9222750520343436,-19.748709549878395,0.16806127242130736,7.075456743920452,6.221509477397431,-3.4041810276721653
FINESTRA LUNGA — azionario + decennale,invvol,7.501780386398016,0.873299464840072,-19.748709549878406,0.13972221120975234,6.517220473617213,5.715720314502687,-3.9624172979754047
FINESTRA LUNGA — azionario + decennale,6040,8.893767827946508,0.8740360545260866,-30.270087414578274,0.12980154650606904,7.835325168726823,6.91496847780437,-2.644312602865795
FINESTRA LUNGA — azionario + decennale,equal,8.412374015719282,0.8959109623818917,-25.806520649796994,0.13468679388740243,7.3570724808230015,6.477016109357059,-3.122565290769616
