label,method,n,wins,share,b_last,b_first,ratio,r2_last,r2_first,r2_both,mean
RICOSTRUZIONE SEMPLICE — finestra estesa 1962-2026,erc,45,14,31.11111111111111,-0.11624011867943411,0.07063167077041213,1.6457223425631824,0.29893134712934877,0.16906063406595828,0.39048839010798264,-1.4787780863421163
RICOSTRUZIONE SEMPLICE — finestra estesa 1962-2026,invvol,45,6,13.333333333333334,-0.10152008174351748,0.05366037321480482,1.8919004036205294,0.3045336290465478,0.14459915846415172,0.37735939949458464,-1.987586503674738
RICOSTRUZIONE SEMPLICE — finestra estesa 1962-2026,6040,45,6,13.333333333333334,-0.06735552162114018,0.024847698667643563,2.7107348057488276,0.32489722485123884,0.10032003047935223,0.36527812073562904,-1.0819965495972923
RICOSTRUZIONE SEMPLICE — finestra estesa 1962-2026,equal,45,6,13.333333333333334,-0.07686833312217803,0.03251321569654338,2.364218102559146,0.3018546718671882,0.10932882912445097,0.3500926337759174,-1.418065138216812
RICOSTRUZIONE MIGLIORATA — la finestra del giro 46 1976-2026,erc,31,15,48.38709677419355,-0.1138990073127545,0.09424637212416022,1.20852404973959,0.2800867750250414,0.18728456316257236,0.3973145487879951,-0.36529788472701386
RICOSTRUZIONE MIGLIORATA — la finestra del giro 46 1976-2026,invvol,31,12,38.70967741935484,-0.10512610393063597,0.08340191786036694,1.26047585748136,0.3003589853732027,0.18960313598679224,0.41706836713175544,-1.0026238315089904
RICOSTRUZIONE MIGLIORATA — la finestra del giro 46 1976-2026,6040,31,13,41.935483870967744,-0.07092622292829814,0.03978517791295937,1.7827298167038002,0.3341045141167338,0.1326299479123888,0.4036115049237424,-0.476343152840563
RICOSTRUZIONE MIGLIORATA — la finestra del giro 46 1976-2026,equal,31,11,35.483870967741936,-0.08095348691965001,0.052990395397645905,1.5277011298399628,0.31022913698472443,0.1510059558939053,0.39569646733280606,-0.6925578970917197
