,implicita,realizzata,premio
2000-08-16,18.02,10.884006615213112,7.135993384786888
2000-08-17,17.48,11.700399993162758,5.779600006837242
2000-08-18,17.05,12.624224332607648,4.425775667392353
2000-08-21,17.35,12.546878496263641,4.80312150373636
2000-08-22,17.47,12.621044330799377,4.848955669200622
2000-08-23,17.38,12.529292078964522,4.850707921035477
2000-08-24,17.04,12.479754805283765,4.560245194716234
2000-08-25,16.53,12.739772368453187,3.7902276315468146
2000-08-28,16.54,12.482917928112936,4.057082071887063
2000-08-29,16.89,15.364924991681642,1.5250750083183586
2000-08-30,17.69,15.844026003513223,1.8459739964867783
2000-08-31,16.84,15.143366864736633,1.696633135263367
2000-09-01,17.53,15.309855649221635,2.220144350778366
2000-09-05,19.82,15.542362754742387,4.277637245257614
2000-09-06,20.79,15.167631324633495,5.622368675366504
2000-09-07,19.42,16.042358928786115,3.377641071213887
2000-09-08,18.46,15.962841852251861,2.4971581477481397
2000-09-11,18.4,16.388085916299183,2.011914083700816
2000-09-12,18.59,17.046287572371995,1.5437124276280052
2000-09-13,18.32,18.63504762537526,-0.31504762537526076
2000-09-14,18.26,24.269017285419775,-6.009017285419773
2000-09-15,18.52,24.19816687272,-5.678166872720002
2000-09-18,20.25,24.3223403479189,-4.0723403479188995
2000-09-19,19.54,23.642035445367302,-4.102035445367303
2000-09-20,19.93,27.635581412374943,-7.7055814123749435
2000-09-21,20.18,27.923585729630123,-7.743585729630123
2000-09-22,20.74,27.85279447380466,-7.112794473804662
2000-09-25,21.41,27.829562698684345,-6.419562698684345
2000-09-26,21.88,28.855958136925615,-6.975958136925616
2000-09-27,21.67,28.872753938618384,-7.2027539386183825
2000-09-28,19.47,27.662149591092945,-8.192149591092946
2000-09-29,20.57,27.700430321567264,-7.130430321567264
2000-10-02,21.23,29.50760308801789,-8.27760308801789
2000-10-03,21.85,29.22417218673615,-7.37417218673615
2000-10-04,21.54,29.37192945654069,-7.831929456540692
2000-10-05,21.03,29.362729437162393,-8.332729437162392
2000-10-06,22.71,28.2999908127194,-5.5899908127194
2000-10-09,24.02,28.25388044145445,-4.233880441454449
2000-10-10,24.86,28.684865696042618,-3.824865696042618
2000-10-11,26.57,28.16373412742001,-1.59373412742001
2000-10-12,30.51,27.98264748017961,2.52735251982039
2000-10-13,27.6,24.852685166798434,2.7473148332015676
2000-10-16,26.79,26.63879952250106,0.15120047749893928
2000-10-17,27.84,25.744517086168123,2.0954829138318765
2000-10-18,28.72,26.28964206679129,2.4303579332087075
2000-10-19,25.09,22.88255580130862,2.2074441986913804
2000-10-20,24.24,23.910134253073597,0.32986574692640147
2000-10-23,24.69,23.897031614826208,0.7929683851737934
2000-10-24,24.28,24.704900728398073,-0.4249007283980717
2000-10-25,26.65,24.84355288601055,1.8064471139894493
2000-10-26,28.62,24.88807666333425,3.7319233366657514
2000-10-27,26.47,25.09804374846779,1.3719562515322075
2000-10-30,25.46,24.874644922088905,0.5853550779110961
2000-10-31,23.63,22.912836576906052,0.7171634230939468
2000-11-01,24.28,23.198061988019685,1.0819380119803164
2000-11-02,23.92,22.744070875725036,1.1759291242749654
2000-11-03,23.67,28.735705315861015,-5.065705315861013
2000-11-06,24.52,29.13481010749862,-4.61481010749862
2000-11-07,24.91,29.119366751356452,-4.209366751356452
2000-11-08,25.66,30.546859740405445,-4.886859740405445
2000-11-09,27.2,30.74691399148869,-3.5469139914886902
2000-11-10,28.53,29.507359082100226,-0.9773590821002252
2000-11-13,29.06,29.37264441619111,-0.3126444161911124
2000-11-14,26.81,28.333941483669424,-1.5239414836694252
2000-11-15,26.15,28.802320739829344,-2.652320739829346
2000-11-16,25.05,28.542683826157678,-3.492683826157677
2000-11-17,24.81,28.943538138935317,-4.133538138935318
2000-11-20,27.43,30.252217769942146,-2.822217769942146
2000-11-21,26.62,30.39112831074232,-3.77112831074232
