name,cagr,sharpe,dd,turn,irr33,irr52,vs
"Donchian long, sempre acceso",12.555355263660473,0.47922240825552803,-61.78232107081052,13.15815204978874,1.858687711058006,-4.342276209099473,-1.032568402112516
"Donchian long, sempre acceso, bande 25%",12.555355263660473,0.47922240825552803,-61.78232107081052,13.15815204978874,1.858687711058006,-4.342276209099473,-1.032568402112516
"Donchian short, sempre acceso",-15.127445500657243,-0.043346755070517114,-88.17336094377704,15.967968482356968,-7.719792339621401,-7.77368278917335,-10.611048452791923
"HMM: long in rialzo, short in ribasso",-13.618536229290756,0.033165700797263574,-76.34479488543029,19.14197213657645,3.0673710265790235,1.781048282709497,0.17611491340850138
"HMM: long in rialzo, flat in ribasso",5.009681216869799,0.30594951026239153,-42.394027083332674,4.491642400365421,2.3641166882839375,-1.2447339418824606,-0.5271394248865846
HMM: long solo se molto convinto,2.5119785791783533,0.24622398938244877,-41.05237678528716,4.491642400365421,-0.32176948530802196,-3.1666407973524464,-3.213025598478544
"HMM long/short, bande 25%",-13.618536229290756,0.033165700797263574,-76.34479488543029,19.14197213657645,3.0673710265790235,1.781048282709497,0.17611491340850138
"HMM long/flat, bande 25%",5.009681216869799,0.30594951026239153,-42.394027083332674,4.491642400365421,2.3641166882839375,-1.2447339418824606,-0.5271394248865846
