round,hypothesis,config,window,sharpe,irr,bh_irr,excess,n_obs,note
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=12,lev=1.75",TEST,0.242923380339146,2.6794657659734646,5.069104165641418,-2.3896383996679535,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=12,lev=2.0",TEST,0.22740153421752762,1.6616447507244552,5.069104165641418,-3.4074594149169632,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=60,lev=1.0",TEST,0.3402642307552341,4.467794482153931,5.069104165641418,-0.6013096834874876,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=60,lev=1.25",TEST,0.2971029800414319,3.969535714304934,5.069104165641418,-1.0995684513364843,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=60,lev=1.5",TEST,0.2683288128988971,3.376433645348119,5.069104165641418,-1.6926705202932992,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=60,lev=1.75",TEST,0.24777583636851505,2.6498267898531283,5.069104165641418,-2.41927737578829,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.1,rebal=60,lev=2.0",TEST,0.23236110397072846,1.6104971698632204,5.069104165641418,-3.4586069957781977,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=12,lev=1.0",TEST,0.30445783102185514,3.8587010100346433,5.069104165641418,-1.210403155606775,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=12,lev=1.25",TEST,0.25536872933090204,3.244505207381337,5.069104165641418,-1.824598958260081,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=12,lev=1.5",TEST,0.2226426615369333,2.560560139266313,5.069104165641418,-2.5085440263751053,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=12,lev=1.75",TEST,0.19926689882695567,1.8521645971712666,5.069104165641418,-3.216939568470152,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=12,lev=2.0",TEST,0.18173507679447234,0.8446389896951231,5.069104165641418,-4.224465175946295,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=60,lev=1.0",TEST,0.31427655182386127,3.8769197954727828,5.069104165641418,-1.1921843701686354,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=60,lev=1.25",TEST,0.2660368446959194,3.2543236536133517,5.069104165641418,-1.8147805120280665,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=60,lev=1.5",TEST,0.23387703994395806,2.578555352414812,5.069104165641418,-2.490548813226606,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=60,lev=1.75",TEST,0.21090575083541438,1.850158122671669,5.069104165641418,-3.2189460429697494,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.2,rebal=60,lev=2.0",TEST,0.19367728400400658,0.7978604919369401,5.069104165641418,-4.271243673704478,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=12,lev=1.0",TEST,0.2618193241854917,3.297722440753116,5.069104165641418,-1.7713817248883021,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=12,lev=1.25",TEST,0.20550387814870333,2.610560391336214,5.069104165641418,-2.458543774305204,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=12,lev=1.5",TEST,0.1679602474575112,1.87633697751522,5.069104165641418,-3.192767188126198,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=12,lev=1.75",TEST,0.1411433683923739,1.021236807614703,5.069104165641418,-4.047867358026715,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=12,lev=2.0",TEST,0.12103070909352091,-0.030651911020552917,5.069104165641418,-5.099756076661971,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=60,lev=1.0",TEST,0.27937032444892085,3.329005841608451,5.069104165641418,-1.7400983240329673,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=60,lev=1.25",TEST,0.224823864617609,2.6420091494999194,5.069104165641418,-2.427095016141499,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=60,lev=1.5",TEST,0.18845955806340112,1.9274937259862797,5.069104165641418,-3.1416104396551385,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=60,lev=1.75",TEST,0.16248505338182412,0.9989110124541609,5.069104165641418,-4.070193153187257,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.3,rebal=60,lev=2.0",TEST,0.14300417487064132,-0.08203660922912138,5.069104165641418,-5.15114077487054,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=12,lev=1.0",TEST,0.20250373577565792,2.7436135977589657,5.069104165641418,-2.3254905678824525,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=12,lev=1.25",TEST,0.1365688194184073,1.9576697050923137,5.069104165641418,-3.1114344605491047,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=12,lev=1.5",TEST,0.09261220851357348,1.14773613293536,5.069104165641418,-3.9213680327060585,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=12,lev=1.75",TEST,0.061214629295835085,0.11443585505686812,5.069104165641418,-4.95466831058455,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=12,lev=2.0",TEST,0.03766644488253132,-0.9851328897056051,5.069104165641418,-6.0542370553470235,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=60,lev=1.0",TEST,0.23120120114575604,2.788891620003537,5.069104165641418,-2.2802125456378812,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=60,lev=1.25",TEST,0.16853281795347178,2.0080935777573994,5.069104165641418,-3.061010587884019,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=60,lev=1.5",TEST,0.12675389582528243,1.164693311062483,5.069104165641418,-3.904410854578935,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=60,lev=1.75",TEST,0.09691180859086121,0.10984941832812246,5.069104165641418,-4.959254747313295,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.4,rebal=60,lev=2.0",TEST,0.0745302431650455,-1.0230170721563898,5.069104165641418,-6.092121237797808,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=12,lev=1.0",TEST,0.11636544194324229,2.1525371514182967,5.069104165641418,-2.9165670142231215,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=12,lev=1.25",TEST,0.03701189557914225,1.2544941969597065,5.069104165641418,-3.8146099686817116,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=12,lev=1.5",TEST,-0.015890468663591034,0.2532649971295765,5.069104165641418,-4.815839168511841,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=12,lev=1.75",TEST,-0.05367787169411476,-0.8718628060016966,5.069104165641418,-5.940966971643115,240,
