acr,year,authors,journal,n_post,gross,net,t,sharpe,vw,quantile,mean_median
GP,2013,Novy-Marx,JFE,144,11.982058347223056,9.032058347223057,2.804924501299144,0.8097119579408187,True,0.2,1.326467451896155
CPVolSpread,2009,Bali and Hovakimian,MS,169,5.3446882941427,2.3946882941427,3.07936897393514,0.820557464324139,True,0.2,0.9958158888992037
